street_ID,D_i,Event_Count,D_norm,A_i,CACL,Quad,Color
1107,3926.94,7,0.006059984648245906,0.3977155851744924,0.049093282030493346,Q2,#1f77b4
1108,977.19,30,0.001502969256450789,0.4449274639716902,0.02585947214658618,Q2,#1f77b4
1109,203792.57,466,0.31482877935994275,0.05207650729363558,0.12804367701915018,Q4,#d62728
1110,58555.62,115,0.09045484373577876,0.17114681874319193,0.12442290281652763,Q3,#7f7f7f
1112,173951.79,1788,0.26872829838251355,0.1403920462544053,0.19423520714943898,Q3,#7f7f7f
1113,62887.19,1204,0.0971466078380376,0.20561029430452396,0.1413306146178707,Q3,#7f7f7f
1114,30242.62,64,0.04671460243129698,0.006159758902503402,0.01696321573885944,Q3,#7f7f7f
1115,32202.62,702,0.049742570960127706,0.22872179063564416,0.1066640047102161,Q3,#7f7f7f
1116,18481.73,69,0.028545416313419444,0.015447348049661917,0.020998832848896323,Q3,#7f7f7f
1118,564715.98,14584,0.8724128236447736,0.39024198249786557,0.5834827416948142,Q1,#2ca02c
1119,31600.66,412,0.04881261385012008,0.1568385811267298,0.08749686335715008,Q3,#7f7f7f
1121,3039.87,68,0.004689566259026583,0.533353860610545,0.05001198125290358,Q2,#1f77b4
1123,217209.11,2136,0.3355557491996359,0.13319262621231912,0.21140849433393588,Q4,#d62728
1124,220939.84,238,0.34131928645961784,0.10027986883342445,0.18500663035818068,Q4,#d62728
1125,64160.79,357,0.09911416942901657,0.11083575724616906,0.10481123042160202,Q3,#7f7f7f
1126,24613.31,161,0.038017983288933674,0.11705703337802918,0.06671036155514423,Q3,#7f7f7f
1127,642541.5,8630,0.9926440610426747,0.22094228301479515,0.46831297768463154,Q4,#d62728
1128,24093.8,273,0.037215401691784264,0.258029955244235,0.09799330810278487,Q3,#7f7f7f
1130,30600.149999999998,182,0.04726694405788517,0.05098433861011432,0.04909046629349275,Q3,#7f7f7f
1131,110187.43000000001,429,0.17021989259627238,0.03552510186515949,0.07776296691844443,Q3,#7f7f7f
1132,46005.51,790,0.07106640592283807,0.1817013307499819,0.1136347681292925,Q3,#7f7f7f
1133,246758.98,3492,0.38120680858281913,0.2927072063862198,0.3340388899449934,Q4,#d62728
1134,553.81,1,0.0008488971565853033,0.010455872533472688,0.0029792550181686923,Q3,#7f7f7f
1136,16834.34,264,0.026000393316118198,0.20362232140856146,0.07276166878627532,Q3,#7f7f7f
1137,139905.68,606,0.21613107919419258,0.17326219866000966,0.19351316745882302,Q3,#7f7f7f
1139,121545.77,779,0.18776718650431276,0.17310181212584388,0.18028544101415353,Q3,#7f7f7f
1140,296059.24,4946,0.4573698880436213,0.3268318157356052,0.386630354437009,Q1,#2ca02c
1141,17464.47,64,0.02697386974931825,0.38212689025389124,0.10152556803791099,Q2,#1f77b4
1142,19916.69,458,0.030762260048180123,0.27238591816035124,0.09153800548357514,Q3,#7f7f7f
1143,1282.71,4,0.0019749615752917907,0.5725299495437027,0.03362624943481745,Q2,#1f77b4
1144,23207.71,33,0.03584649728682936,0.24141080701176998,0.0930254365136692,Q3,#7f7f7f
1145,27068.71,53,0.041811286312245385,0.003729966118160299,0.01248818166513343,Q3,#7f7f7f
1146,174190.28,1785,0.26909673726743233,0.1547832696443544,0.20408741471458003,Q3,#7f7f7f
1147,66552.7,277,0.10280938790034079,0.15060707033263426,0.12443400143996698,Q3,#7f7f7f
1148,19577.859999999997,145,0.03023880771316802,0.2876401327782183,0.0932625040714148,Q3,#7f7f7f
1149,92661.99,594,0.1431451575075422,0.12381988693606127,0.13313232972508426,Q3,#7f7f7f
1150,27435.399999999998,61,0.04237777905706015,0.28918911811971915,0.11070317318570198,Q3,#7f7f7f
1151,685918.98,4598,1.0,0.17748010112223206,0.42128387237376186,Q4,#d62728
1152,2080.91,11,0.0032080863098390778,0.07171321949441234,0.015167801346751253,Q3,#7f7f7f
1153,6460.35,47,0.009973803908768888,0.005577228127002465,0.0074582960314801775,Q3,#7f7f7f
1154,341421.82,4721,0.5274497169347264,0.28272132170110337,0.3861622471224481,Q4,#d62728
1155,23328.19,548,0.036032624658438296,0.791382089717491,0.16886554947709403,Q2,#1f77b4
1156,92119.58,142,0.14230719811482634,0.0038538897455768157,0.02341871583875806,Q3,#7f7f7f
1157,8846.15,37,0.013659583151669062,0.017519321492918297,0.015469538735635929,Q3,#7f7f7f
1158,148.56,4,0.00022283376561150188,0.6829630956785453,0.012336419188068258,Q2,#1f77b4
1159,5563.74,141,0.008588647346200053,0.29116730067037055,0.050007332104430556,Q3,#7f7f7f
1160,53141.25,832,0.08209028150953121,0.3256034378615134,0.1634896873644414,Q2,#1f77b4
1161,28.98,1,3.80967877147784e-05,0.002845915287118387,0.00032927227418595663,Q3,#7f7f7f
1162,26302.02,684,0.04062684080644476,0.5529683991417265,0.1498844859314183,Q2,#1f77b4
1163,1100.64,33,0.001693684927310051,0.9408187554744935,0.0399180478665697,Q2,#1f77b4
1164,15817.66,11,0.02442974278352043,0.30392867234669635,0.08616785531720428,Q2,#1f77b4
1165,15035.58,352,0.02322152154524087,0.5714549971709322,0.11519572270245264,Q2,#1f77b4
1166,10240.66,101,0.01581393641347505,0.052416469731544124,0.028790809633518096,Q3,#7f7f7f
1167,84417.37,595,0.13040819327684405,0.13235868536833909,0.13137981969611373,Q3,#7f7f7f
1168,34857.53,846,0.05384409337180014,0.27268897450868174,0.12117215276170465,Q3,#7f7f7f
1169,120744.37,408,0.18652911814767756,0.45519732171661326,0.2913890097498266,Q2,#1f77b4
1170,1791.24,46,0.002760580369152142,0.14290008445836463,0.019861701032538592,Q3,#7f7f7f
1171,5539.44,144,0.008551106715970163,0.30999050596277783,0.051485550375083865,Q2,#1f77b4
1172,25691.97,161,0.0396843856018462,0.03202844919080207,0.03565149825627148,Q3,#7f7f7f
1173,46652.22,935,0.072065496497981,0.8026296975800675,0.2405034462541689,Q2,#1f77b4
1174,643761.77,10289,0.9945292340817953,0.08053494777976779,0.2830094696864927,Q4,#d62728
1176,82239.12,107,0.1270430542728004,0.008393063728887441,0.03265395000339346,Q3,#7f7f7f
1177,23388.850000000002,43,0.036126337194641804,0.017151801196815666,0.024892403530628045,Q3,#7f7f7f
1179,254477.13999999998,1533,0.3931304542871457,0.1386170432073591,0.23344074444717228,Q4,#d62728
1180,145130.66,378,0.22420305623693237,0.05751698276457559,0.11355828160616385,Q3,#7f7f7f
1181,24234.96,50,0.03743347722113617,0.010133487176764495,0.019476438622142635,Q3,#7f7f7f
1183,248519.71,1104,0.3839269284949457,0.12555573547642265,0.21955461251448768,Q4,#d62728
1184,82165.76,1223,0.1269297217364356,0.23871380028916706,0.174068596378988,Q3,#7f7f7f
1185,5216.64,127,0.008052418837854573,0.5301203804531535,0.06533568196545901,Q2,#1f77b4
1186,30596.55,381,0.047261382483036296,0.19228064718032767,0.09532811343184769,Q3,#7f7f7f
1187,252440.11,3489,0.38998348350536816,0.3264840584664128,0.3568240328645227,Q1,#2ca02c
1188,66880.49,1607,0.1033157847391497,0.15532659243809918,0.12667947264099377,Q3,#7f7f7f
1189,296736.81,5334,0.45841665367427425,0.3809591989434902,0.41789716577898306,Q1,#2ca02c
1190,53972.39,1069,0.08337429465394568,0.44493765291906917,0.19260416137017777,Q2,#1f77b4
1191,3204.99,92,0.004944657158761547,0.35293291466023946,0.04177478022727745,Q2,#1f77b4
1192,20019.28,26,0.030920749482553973,0.055437435875147587,0.041402500729431656,Q3,#7f7f7f
1193,4843.02,129,0.007475220061455728,0.5716152309012311,0.06536780278903774,Q2,#1f77b4
1194,84420.40000000001,610,0.13041287426900852,0.1293488194707517,0.1298797572005885,Q3,#7f7f7f
1195,172785.6,900,0.2669266725566783,0.09017788742884798,0.15514794046191235,Q3,#7f7f7f
1196,55415.25,318,0.08560334295573584,0.10660244853195937,0.09552761884189565,Q3,#7f7f7f
1197,17043.94,29,0.026324200562874787,0.12055500765657363,0.056333952465724875,Q3,#7f7f7f
1198,12170.07,126,0.01879464700490938,0.024628679409472522,0.02151481665499653,Q3,#7f7f7f
1199,15746.85,246,0.02432034969600691,0.253006219760931,0.07844233385010047,Q3,#7f7f7f
1200,110752.51,1528,0.1710928744617171,0.3691179455005719,0.25130350238525584,Q2,#1f77b4
1201,1892.3,3,0.0029167061342152195,0.26625256822808097,0.02786719395636023,Q3,#7f7f7f
1202,228490.16,454,0.3529836391854348,0.07889726494837229,0.16688152594956068,Q4,#d62728
1203,20750.48,48,0.03205036712963613,0.016492488136643453,0.02299109174573037,Q3,#7f7f7f
1204,113087.12,277,0.1746995712000301,0.08533777549043985,0.12210025710597124,Q3,#7f7f7f
1205,39811.63,75,0.061497592804800286,0.01612233390908578,0.0314878504474977,Q3,#7f7f7f
1206,4907.82,149,0.007575328408735436,0.5624713510959746,0.06527560957246696,Q2,#1f77b4
1207,53624.78,1361,0.08283727825582994,0.30980352747523066,0.16019763110016122,Q2,#1f77b4
1208,21410.07,437,0.033069355783682794,0.15755539646386904,0.07218209931349243,Q3,#7f7f7f
1209,38097.6,599,0.0588496188775188,0.1290769153565523,0.0871557644371206,Q3,#7f7f7f
1210,29874.87,778,0.0461464721116656,0.3717681564003488,0.1309801086475883,Q2,#1f77b4
1211,21683.12,604,0.03349118578715077,0.5871894762913364,0.1402343461593233,Q2,#1f77b4
1212,180636.71,539,0.27905571030993753,0.012475080895994575,0.05900205556254543,Q3,#7f7f7f
1213,165291.47,215,0.2553491267449608,0.054365512799937905,0.11782268974397984,Q3,#7f7f7f
1214,11069.88,315,0.01709498338463679,0.8165964428697055,0.1181511854481838,Q2,#1f77b4
1215,416874.12,4547,0.6440146097040603,0.18142431692903033,0.34181853469037515,Q4,#d62728
1216,318366.03,4124,0.4918312442167009,0.2137256506416195,0.3242174465942443,Q4,#d62728
1217,121121.47,1148,0.187111693113097,0.08083959665097463,0.122987941685125,Q3,#7f7f7f
1218,165021.76,651,0.2549324566470471,0.09583522642109828,0.15630582108436197,Q3,#7f7f7f
1219,220854.32,2439,0.3411871681593191,0.2236240830998966,0.27622032446052547,Q4,#d62728
1220,19582.54,393,0.030246037760471564,0.09635620994223422,0.053985123546850776,Q3,#7f7f7f
1221,99668.5,940,0.1539693880059798,0.26391546054960835,0.20158100591608205,Q3,#7f7f7f
1222,71440.8,422,0.11036092512777829,0.19027993786385872,0.14491193869351005,Q3,#7f7f7f
1223,194291.19,3001,0.3001502693495031,0.17547484473975353,0.22949688867760115,Q4,#d62728
1224,17059.07,283,0.026347574626059078,0.20502361266417746,0.07349744849158811,Q3,#7f7f7f
